Title,Location,Price,description,Links
2 BEDROOM BASEMENT APPARTMENT with Private Entrance,Ajax,"$1,950.00",Spacious 2 Bedroom Basement Appartment with private entrance available for rent All utilities Included. Please text 6479614586 to schedule an appointment for viewing.,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/2-bedroom-basement-appartment-with-private-entrance/1632595670
1 BEDROOM BASEMENT APARTMENT,Markham / York Region,"$1,350.00","Newmarket bright 1+ Basement apartment, convenient location to shopping and bus service. Available October 1st.",https://www.kijiji.ca/v-apartments-condos/markham-york-region/1-bedroom-basement-apartment/1629305213
one bedroom private basement apartment,Oakville / Halton Region,"$2,150.00","This one bedroom basement apartment has a private entrance, in unit laundry and parking for 2. Its on the Oakville Transit line and is a short walk to Seneca Collage and the GO train. Also, close to ...",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/one-bedroom-private-basement-apartment/1629305007
2 Bed 2 bath walkout Basement from November,Mississauga / Peel Region,PleaseContact,2 Bed attached wirh full Bathrooms Close to School Bus stop All amenities,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bed-2-bath-walkout-basement-from-november/1629299862
Lakeview Bachelor/Studio apartment - Utilities included!,Mississauga / Peel Region,"$1,800.00","Pretty much brand new basement bachelor unit. Huge kitchen with top of the line appliances (GE Cafe, valued over 10k). Bathroom has designer tiles and all black fixtures. Laundry/Dryer brand new. ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/lakeview-bachelor-studio-apartment-utilities-included/1629293153
1 Br bsmt apt w/Separate Entrance in Prime Scarborough!!!,City of Toronto,"$1,550.00","1 bedroom basement apartment in highly sought after prime Scarborough. Separate entrance for private access. Shared laundry. Close amenities include steps to public transit, shopping, schools, uoft, ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-br-bsmt-apt-w-separate-entrance-in-prime-scarborough/1629285885
Street level basement for rent Meadowvale/Sheppard,City of Toronto,"$1,600.00",Newly renovated one bedroom basement apartment available1st Sept. This is an above ground basement with entrance at street level. It has one bedroom and one washroom with a walkout to a shared patio ...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/street-level-basement-for-rent-meadowvale-sheppard/1629267340
Spacious 1 Bed Room Basement Apartment (McLaughlin & Sandalwood),Mississauga / Peel Region,"$1,500.00",Spacious 1 Bed Room Basement Apartment (McLaughlin & Sandalwood) Basement Apartment – Suitable for 1 or 2 people occupancy Main Intersection – McLaughlin and Sandalwood Availability – Available to ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/spacious-1-bed-room-basement-apartment-mclaughlin-sandalwood/1629251644
One bedroom apartment available immediately,Oakville / Halton Region,"$1,450.00","* Spacious & one bedroom, living area, kitchen and one bath basement is available for rent for ONE year lease * Separate entrance through garage * Go bus stop at 5-7 minutes walking distance- Milton ...",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/one-bedroom-apartment-available-immediately/1629006587
Queen St West - 1 bed basement apartment for lease $2000,City of Toronto,"$2,000.00",1 bedroom 1 bath Utilities included Laundry included Parking unavailable Close to transit Pet friendly Sept 1st,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/queen-st-west-1-bed-basement-apartment-for-lease-2000/1629242010
Fully Furnished 1 BR Basement Apartment for rent.,Mississauga / Peel Region,"$1,200.00","Please go through the details and contact through WhatsApp only (No calls). Fully Furnished 1 Bedroom Basement Apartment- $1200 (All utilities Included) Looking for Large, clean, and FULLY FURNISHED ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/fully-furnished-1-br-basement-apartment-for-rent/1629227420
Basement available for sharing (girl only),Mississauga / Peel Region,$425.00,Intersection is gore and ebenezer. This is a 2 bedroom basement. There are 3 girls already living in the basement and one room is available for sharing with another girl. 2 mins walking distance to ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-available-for-sharing-girl-only/1629216878
Apartment for rent,Oshawa / Durham Region,"$1,700.00",1 bedroom High ceiling,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/apartment-for-rent/1629215202
McCowan & Steeles Separate Entrance Basement for Rent -$1550,Markham / York Region,"$1,550.00",BRAND NEW BASEMENT AVAILABLE FOR RENT NOW! *** MAXIMUM 3 PEOPLE *** Video: https://www.youtube.com/watch?v=TIJgTTyJW4Q&ab_channel=TeaTimeFilms Located at the intersection of McCowan & Steeles (Right ...,https://www.kijiji.ca/v-apartments-condos/markham-york-region/mccowan-steeles-separate-entrance-basement-for-rent-1550/1629209249
Basement for rent,City of Toronto,"$2,500.00",3 bed walkout basement with all amenities and utilities included in a safe and family oriented neighborhood 5 mins from bluffers park 5 mins from cliffside plaza available from 1st of September call ...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-for-rent/1629206536
Rental,Oshawa / Durham Region,"$2,500.00","Basement Rental . Posted in for rent, long term rentals in Oshawa / Durham Region. August 15, 2022",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/rental/1629194690
Bachelor Basement Apartment,City of Toronto,$750.00,Nice bachelor basement apartment. Steps to TTC and all shopping. Great community close to lots of parks.,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bachelor-basement-apartment/1621422974
2 Bedroom Basement Apartment for Rent - Milton,Oakville / Halton Region,PleaseContact,"2 bedroom Basement apartment available for Rent. Upgraded Kitchen,. Huge Living space / Open Concept Kitchen and Upgraded Bathroom. Only 1 parking designated spot (sedan) available Centrally Air ...",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/2-bedroom-basement-apartment-for-rent-milton/1629178740
***NEWLY RENOVATED 2 BEDROOM BASEMENT APARTMENT AVAILABLE***,City of Toronto,"$2,000.00","I have a newly renovated 2 bedroom basement apartment available immediately. The property is over 900sq ft. The property comes with 1 parking spot, and all utilities are included. Tenant pays there ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-2-bedroom-basement-apartment-available/1629172340
Basement apartment - $1300/month from Sep 2022,Oshawa / Durham Region,"$1,300.00","Basement apartment - $1500/month from Sep 2022 Apartment is located in the heart of Oshawa.Main intersection is Harmony and Taunton. Neighborhood is safe, residential and vibrant.Bright, sunny, ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/basement-apartment-1300-month-from-sep-2022/1629143705
Legal Basement apartment - $1300/month from Sep 2022,Oshawa / Durham Region,"$1,300.00","Apartment is located in the heart of Oshawa.Main intersection is Harmony and Taunton. Neighborhood is safe, residential and vibrant.Bright, sunny, private apartment. This apartment has high ceilings ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/legal-basement-apartment-1300-month-from-sep-2022/1628466395
Basement Apartment for Rent in Pickering,Oshawa / Durham Region,"$1,600.00","Looking for space, comfort, and plenty of amenities? This is the perfect new home for you! Leasing out a renovated basement apartment in Pickering near the major intersection of Brock Road and ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/basement-apartment-for-rent-in-pickering/1629074378
"BEAUTIFUL NEW BASEMENT APARTMENT AT  YONGE & DAVIS DR, NEWMARKET",Markham / York Region,"$2,250.00","New 9 feet ceiling, well lit gorgeous walkout basement apartment of new house near Upper Canada Mall, Transit and Amenities. All New Equipment including dishwasher. Spacious, Clean and Bright with ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/beautiful-new-basement-apartment-at-yonge-davis-dr-newmarket/1629125402
2 Bed Room Basement Apartment  for Rent,Markham / York Region,"$1,800.00",2 Bed Room Fully Furnished Basement apartment,https://www.kijiji.ca/v-apartments-condos/markham-york-region/2-bed-room-basement-apartment-for-rent/1629114669
$1800.00 plus the Utilities Basement Apartment for Rent,Markham / York Region,PleaseContact,2 Bed Room Basement Apartment fully furnished,https://www.kijiji.ca/v-apartments-condos/markham-york-region/1800-00-plus-the-utilities-basement-apartment-for-rent/1629113418
2 Bedroom Ground Level basement for rent in Brampton  4166252501,Mississauga / Peel Region,"$1,800.00",2 Bedroom Ground level Basement Torbram and Williams Pkwy 1 Washroom Separate Laundry 1 Parking Tenant pays $1800.00 + 30% Utilities,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-ground-level-basement-for-rent-in-brampton-4166252501/1629106522
Tiles,Oakville / Halton Region,PleaseContact,Newley finished basement apartment big side 2 bedrooms one full washroom one powder room legal from caledon city department big kitchen back splash in the kitchen. Separate entrance and separate ...,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/tiles/1629090109
$2000/ Mo + 33% Util BSMT4RNT - 3BR 1Ba,City of Toronto,"$2,000.00","Hello! Available for Rent is a 3 Bedroom Basement with one Washroom. The unit is equipped with its own Washer dryer. Also has a kitchen island with ample storage space. Rent is $2000 per month, 33% ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2000-mo-33-util-bsmt4rnt-3br-1ba/1629084439
2 bedroom Basement Apartment for Rent,Mississauga / Peel Region,PleaseContact,2 bedroom walkout basement with separate entrance in a newly developed area. Close to bus stop as well as Go Station and all enmities. Furnished or non furnished options available. Please provide ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-apartment-for-rent/1629080253
"One Bedroom basement Apartment for rent, Maple,  Vaughan",Markham / York Region,"$1,499.00","Basement Apartment with separate side entrance in Maple, Vaughan. One Bedroom with a closet. Open Concept Living room and Kitchen. One Parking , furnished option available. Separate laundry. Close to ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/one-bedroom-basement-apartment-for-rent-maple-vaughan/1629075813
One bedroom available in basement,Mississauga / Peel Region,PleaseContact,One bedroom available in basement of 3 bedroom can contact 905-8671530,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/one-bedroom-available-in-basement/1629072263
Basement for rent Milton,Oakville / Halton Region,"$1,600.00",Basement with kitchen and builder's made side entrance. Credit and employment verification.,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/basement-for-rent-milton/1629035551
Legal self-contain,Mississauga / Peel Region,"$1,650.00","Downtown Brampton 2 Bedrooms basement apartment 5 minutes walk to Go bus/ Go train Stations. Hydro, heating, water, laundry and 1 car parking is included.Available September 1/2022. No Smoking/No ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/legal-self-contain/1629064380
2 Bedroom Basement For Rent [Ardagh/Eaglestone],Barrie,"$1,800.00",Beautiful well kept 2 bedroom basement for rent in Barrie near Ardagh and Eaglestone. Separate entrance to basement with 3pc bathroom. Up to two car parking available. 30% of utilities to be paid by ...,https://www.kijiji.ca/v-apartments-condos/barrie/2-bedroom-basement-for-rent-ardagh-eaglestone/1629063042
"2 bedroom, 1 bathroom basement apartment",Mississauga / Peel Region,"$1,800.00","Brand new basement available as of September 1st. 2 bedrooms, 1 bathroom with 1 parking spot included. 30% of utilities.",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-1-bathroom-basement-apartment/1629061009
2 Bedroom Apartment for Rent (Steps from Guildwood GO Station),City of Toronto,"$1,800.00","Steps away from Guildwood GO Station, Kingston Road bus line and Morningside Park. Bright, spacious and newly renovated two-bedroom basement apartment. All utilities included except internet. Laundry ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent-steps-from-guildwood-go-station/1629056636
Newmarket - Two Bedroom Basement Apartment,Markham / York Region,"$2,000.00","Spacious and clean two bedroom basement apartment with full kitchen in sought after area of Newmarket near popular stores including Upper Canada Mall. There are schools, parks close by with easy ...",https://www.kijiji.ca/v-apartments-condos/markham-york-region/newmarket-two-bedroom-basement-apartment/1629054831
Basement apartment for rent in south Mississauga,Oakville / Halton Region,"$2,000.00",Major Intersection - Winston Churchill / Burnhamthorpe Road - Close to HWY-403 / QEW - Home to beautiful parks - Close to top rated schools in Mississauga - Two Bedroom - Separate entrance - Full ...,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/basement-apartment-for-rent-in-south-mississauga/1629046993
2 Bedroom Legal Basement Apartment For Rent,Mississauga / Peel Region,"$1,800.00","Brand new never lived 2 bedroom legal basement available for rent - $1800/month Quiet and safe neighborhood Separate basement entrance Brand new appliances include refrigerator, kitchen range with ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-legal-basement-apartment-for-rent/1629024911
Basement for Rent,Markham / York Region,"$1,950.00","Newmarket, Huron Heights- Davis- Back-split Basement Main Intersection at (Davis and Leslie). Conveniently Located Close to HWY 404. Walking distance to Public transit, Schools, Parks, Hospital.",https://www.kijiji.ca/v-apartments-condos/markham-york-region/basement-for-rent/1629017636
1 Bedroom Nice & Clean Basement Apartment with Separate Entrance,Mississauga / Peel Region,"$1,500.00",Available now... Bright & Clean 1 bedroomed basement apartment for rent in posh area of Mississauga with nice layout. Currently Available. Call SUVRAJIT: 416 568 2896 to set an appointment to view. ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-nice-clean-basement-apartment-with-separate-entrance/1629008545
"**BEAUTIFUL 1-BR bright, unique, Basement Direct Walkout Reno**",Old Toronto,"$1,995.00","This is a lovely and unique 1 Bedroom *Basement Walkout* apartment ideally suited to a quiet professional person or professional couple. Note: It is on the lower level of the house, but has a direct ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-1-br-bright-unique-basement-direct-walkout-reno/1631953233
1 Bedroom Basement For Rent Mississauga $1675/month,Mississauga,"$1,675.00","FOR RENT: A Beautiful, newly renovated One Bedroom Basement Apartment With a Separate Entrance. Has own kitchen, own full washroom with shower, own living room area, and 1 Bedroom. It is 700 square ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-basement-for-rent-mississauga-1675-month/1632190820
"Basement rental 2bd, 1 bath, 1 parking",City of Toronto,"$1,700.00","We are offering a renovated basement unit with 2 beds, one bath and one parking. This unit just has been recently renovated and ready for occupancy. There are many conveniences close to this, such as ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-rental-2bd-1-bath-1-parking/1631907591
"2 bedroom basement for rent, Brampton(McLaughlin / Steeles Ave)",Mississauga / Peel Region,"$1,700.00","Move in Ready 2 bedroom basement Excellent location close to Shoppers world, Sheridan College Multiple bus stop reach in 5 minutes. ( Get bus stops in 5 minutes ......bus tops in Steeles Avenue + ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-for-rent-brampton-mclaughlin-steeles-ave/1632010194
3 Bedroom and 2 Washroom Legal Walkout Basement,Brampton,PleaseContact,# 3 Bedroom Apartment for rent in Brampton - call please 647-283-1013 # $2100 +30% Utility's. Location! Location! Location!!! #Luxurious New Legal basement with # separate Entrance. #Top Class Style ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/3-bedroom-and-2-washroom-legal-walkout-basement/1631232772
**Large 2 Bedroom Ground level Walkout Basement for rent**,Oakville / Halton Region,PleaseContact,"Bright, large, 2 bedrooms & 1 bath ground level basement available for rent from September Month. Stainless steel appliances - Fridge, Stove, dishwasher and microwave. Separate laundry in the unit. ...",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/large-2-bedroom-ground-level-walkout-basement-for-rent/1628587101
1 Bedroom 1 Bathroom Basement for rent in Whitby,Oshawa / Durham Region,"$1,700.00",- Legal Basement unit with separate entrance for rent in a quiet neighborhood. (Major intersection: Rossland Rd & Thickson Rd) - 1 parking space included - Kitchen and living room space - 4 pc ...,https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/1-bedroom-1-bathroom-basement-for-rent-in-whitby/1628942610
2 Bedroom Basement for Rent (L6P1T3),Mississauga / Peel Region,"$1,600.00",2 Bedroom Basement (Private Sep Entrance) available for Rent beginning October. Location: - Close to Cottrelle/Via Romano Way - Close to Transit/Highway 427 access - Walking distance to Gurudwara's / ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-basement-for-rent-l6p1t3/1628984406
brand new 2 bedroom legal walkout basement,Mississauga / Peel Region,"$1,900.00","New 2 bedroom walkout basement apartment near Worthington and Bovaird drive west. .....PLEASE READ FULL DESCRIPTION BEFORE MESSAGING...... Brand new, open concept kitchen with ample natural light 2 ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/brand-new-2-bedroom-legal-walkout-basement/1628967634
"Basement Apartment for Rent in Pickering, ON",City of Toronto,"$1,650.00","Basement Apartment for Rent in Pickering, ON Large open concept apartment with kitchen and living room; large bedroom with closet. Location: - Minutes from the 401, PULSE Durham Transit Line - ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-apartment-for-rent-in-pickering-on/1628967251
2 BR LEGAL BASEMENT IN BRAMPTON,Mississauga / Peel Region,"$1,900.00","AVAILABLE SEPTEMBER 01. BEAUTIFUL 2 BR LEGAL BASEMENT APT. LOCATED IN PRESTIGEOUS CASTLEMORE AREA OF BRAMPTON, CLOSE TO ALL PUBLIC AMENITIES. REGISTERED WITH CITY. WELL BALANCED AND TASTEFULLY MADE ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-br-legal-basement-in-brampton/1627931713
Basement for rent,Oakville / Halton Region,"$1,800.00",Brand new 2 BHK + Spacious Family room Unfurnished basement for rent in Sandalwood parkway and Veterans Dr Area. Price is 1800 + 30% Utilities. Families are welcome. Smoking-free and Pet-free. ...,https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/basement-for-rent/1628953901
1 Beds 1 Bath Apartment Close to U of T Scarborough campus。,City of Toronto,PleaseContact,"1 Bedroom apartment, semi-ground in a detached house, separate entrance, private bathroom, newly renovated, parking. Use of wash and drier for a fee. Located near Lawrence and Meadowvale. Close to U ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-beds-1-bath-apartment-close-to-u-of-t-scarborough-campus/1628961700
Basement rental,Mississauga / Peel Region,"$1,550.00","Convenient location. Safe and peaceful neighborhood. Close to square one, airport and bus stations. Walking distance to supermarket, schools, parks, community center, library",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-rental/1628956058
Basement rental,Mississauga / Peel Region,"$1,550.00","Convenient location. Close to square one, airport and bus station. Walking distance to schools, supermarkets, community center and parks.",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-rental/1628955425
Convenient & Cozy Suite In Toronto (Parking + Utlities Included),City of Toronto,"$2,000.00","This fully FURNISHED apartment suite comes fully furnished, with a 55” TV, very-fast high-speed Internet, bed, storage/wardrobe, and all the essentials! No extra fees, all in one, including parking, ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/convenient-cozy-suite-in-toronto-parking-utlities-included/1628945803
Basement for rent chinguacozy and Williams parkway,Mississauga / Peel Region,"$2,200.00","3 Bedroom – Basement ONLY (No WI-FI ) AVAILABLE TO MOVE IN: SEPTEMBER 1, 2022 Lease: $2,200/month Call/Text: (416) 857 3118 for a booking today! Features Include: - Bedroom: 3 - Washroom: 1 - ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-for-rent-chinguacozy-and-williams-parkway/1628942256
Walkout basement apartment Available in North Oshawa,Oshawa / Durham Region,"$1,200.00","Ideal for vegetarian students/ professionals Taunton & Grandview intersection in Oshawa $1200 with utilities (heat, electricity, water) included Located in a quiet family neighbourhood. Close to the ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/walkout-basement-apartment-available-in-north-oshawa/1628897648
"Brand New, Legal, 1 Bedroom plus Den/Flex Space, All Inclusive",Oshawa / Durham Region,"$1,850.00","Brand New, Legal, 1 Bedroom plus Den/Flex Space Basement Apartment in the Highly Sought After Community of Samac, Coldstream-Wilson. Close Proximity To University, Schools, Parks, Public Transit and ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/brand-new-legal-1-bedroom-plus-den-flex-space-all-inclusive/1628891686
Basement for Rent,Mississauga / Peel Region,"$1,200.00","Furnished Basement for Rent. One large bedroom basement with a living room, a full washroom and kitchen. Separate entrance and one parking spot. Ideal for small family. Elementary school is 400 m and ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-for-rent/1620822473
2 BEDROOMS BASEMENT FOR RENT - BRAMPTON,Mississauga / Peel Region,PleaseContact,2 bedrooms basement available for rent for Girls only - near Torbram and Countryside brampton. Wifi included. 1 parking available Bedrooms furnished with beds and mattress. Close to ALL amenities ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedrooms-basement-for-rent-brampton/1628871570
Looking for one bedroom basement,City of Toronto,"$1,300.00",I am looking for one bedroom basement to rent as soon as possible. $1300 with all utilities included. One parking spot. We are a couple with one small child. Looking to rent sept 1st or October 1st. ...,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/looking-for-one-bedroom-basement/1628868034
1 bedroom basement apartment. Separate entrance,Brampton,"$1,400.00","1 bedroom basement apartment Separate entrance All utilities included $ 1400/month Partly furnished as seen in photos Available October 1st Close to Costco, food basis, shoppers , fresco",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-bedroom-basement-apartment-separate-entrance/1628864124
2 bedroom basement for rent +1/3 utility,City of Toronto,PleaseContact,"Bright Walk out 2 bedroom Basement apartment For Lease +1/3 utility.Located at Bayview/Sheppard. Close To Loblaws, Ymca, Subway. Bayview village Shopping Mall And Highway 401/404/Dvp. No pet allowed ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-basement-for-rent-1-3-utility/1628842830
1 bedroom basement for rent +1/3 utility,City of Toronto,PleaseContact,"Bright Walk out 1 bedroom Basement apartment For Lease +1/3 utility.Located at Bayview/Sheppard. Close To Loblaws, Ymca, Subway. Bayview village Shopping Mall And Highway 401/404/Dvp. No pet allowed ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-for-rent-1-3-utility/1628842705
Room for rent,Mississauga / Peel Region,$600.00,Room for rent in basement on airport road and sandalwood . . From 1 ocotober,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/room-for-rent/1628840328
Room for rent,Mississauga / Peel Region,$600.00,Room for rent in basement on airport road and sandalwood . . From 1 ocotober,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/room-for-rent/1628840148
Basement apartment for rent,Mississauga / Peel Region,"$2,000.00",Legal brand new basement apartment with separate enterrance very large windows close to everything,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/basement-apartment-for-rent/1628826673
2 Bedroom Apartment for Rent,City of Toronto,"$2,000.00","2 bedroom Basement located in Scarborough available for rent. Close to shopping, TTC and more. 10 mins to Scarborough Town Centre. The unit has been newly renovated with brand new appliances. It is ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-apartment-for-rent/1628826633
1 Bedroom Basement for Rent,Oakville / Halton Region,"$1,750.00","Brand new, 1 bedroom basement apartment for rent, main intersection 3rd line and Dundas Oakville, very close to Trafalgar Hospital and Dundas street (2 min walk).",https://www.kijiji.ca/v-apartments-condos/oakville-halton-region/1-bedroom-basement-for-rent/1626368492
"2 Bedroom Unit for Rent, Cawthra/Lakeshore",Mississauga / Peel Region,PleaseContact,Lower level 2 bedroom unit located in desirable Lakeview. Just steps from Lakeshore and the Lakeshore Promenade. Great access to Public Transport and QEW. Ensuite Laundry. 1 Parking Space.,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/2-bedroom-unit-for-rent-cawthra-lakeshore/1628811578
Private Garen View Suite,City of Toronto,"$2,200.00","Located in Sheppard & Leslie. 5 Mins drive to Subway, Fairview mall, North York General Hospital. Close to Hwy 401&404 Walk out to the backyard with private suite with Garden View. Very beautiful ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/private-garen-view-suite/1628809414
Legal Basement for Rent,Mississauga / Peel Region,"$1,850.00","legal basement-apartment available for #rental Separate side entrance 2 bedrooms, 1 bathrooms. 9ft ceiling Separate washer and dryer. All appliances are new. Located at Steels & Mississauga Rd. ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/legal-basement-for-rent/1628804095
3 Bedroom  separate entrance basement for rent. Students welcome,City of Toronto,"$2,550.00","Ready to move in. Minimum 6 months lease period. First and last months rent required. Group of students proffered. Accessible to Lambton college, Centennial college and Northern college. All ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedroom-separate-entrance-basement-for-rent-students-welcome/1628787349
1+1 bedroom basement for rent,Mississauga / Peel Region,PleaseContact,"Newly built basement with 1 huge room and 1 den with attached bathroom. Full kitchen with stove, oven and fridge. Shared laundry. Close to 401 and 403 highways. 100m from major bus stop (61). Walking ...",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/1-1-bedroom-basement-for-rent/1628783549
2 Bedroom Furnished Basement for Rent (Bayview & Elgin Mills),Markham / York Region,"$1,700.00",Bright and spacious 2 bedroom furnished basement apartment for rent with separate entrance. Above ground windows in every room .Prime Richmond Hill location. Few steps to Bus Stop (YRT line 91- ...,https://www.kijiji.ca/v-apartments-condos/markham-york-region/2-bedroom-furnished-basement-for-rent-bayview-elgin-mills/1628778018
1 Bedroom plus Den (Walkout Basement apartment),City of Toronto,"$1,900.00","Newly Renovated 1 Bedroom + 1 Den Apartment, Walkout Basement with Separate Entrance in Amberlea (Pickering), Brand New Kitchen, Brand New Washroom, Shared Laundry, Lots of Natural Lights, 1 Parking ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-plus-den-walkout-basement-apartment/1628776294
Brand new legal walk out basement unit for rent.,Oshawa / Durham Region,"$1,900.00","Brand new appliances Walkout Appliances in unit: range, microwave oven, dishwasher, fridge, washer and dryer. All brand new. One car parking available Quite neighborhood Ravine lot Strictly smoke ...",https://www.kijiji.ca/v-apartments-condos/oshawa-durham-region/brand-new-legal-walk-out-basement-unit-for-rent/1628774046
basement for rent in pickering,City of Toronto,"$1,600.00","new basement 2 rooms for rent immidiatelly altona and finch with seperate entrance.separate laundry one parking included, 30% utilites tenant pays.",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/basement-for-rent-in-pickering/1628771539
Beautiful 2+1 bedroom Bsmt Apartment for Rent in Markham,City of Toronto,"$1,800.00",Beautiful 2+1 bedroom basement apartment accross from public and catholic school and quiet park. Amazing location please contact for details thanks Please call 4167869621 for quick response,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-2-1-bedroom-bsmt-apartment-for-rent-in-markham/1628771236
"2 Bedroom, 1 bath in Yonge St and Sheppard ave area",City of Toronto,"$1,850.00","4-year new, completely renovated, 2 Bedroom Basement Apartment, $1,900 a month. There's a bed and mattress in each room, a couch, and a kitchen table. Yonge and Sheppard, a short walk to the subway, ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/2-bedroom-1-bath-in-yonge-st-and-sheppard-ave-area/1628762177
Apartment for rent,City of Toronto,"$1,800.00","Fully renovated 1 bedroom basement apartment with separate entrance own laundry room free parking all utilities included free cable and high speed internet $1,800 a month. No smoking or pets. I'm ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment-for-rent/1628750748
Looking for working partner.,City of Toronto,"$50,000.00","Looking for a working partner with $50,000 to $100,000. I am in the hot tub and furniture industry with a proven lead system. When major dealers such as Jacuzzi or Beachcomber are slow I am far from ...",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/looking-for-working-partner/1628733278
Two bedroom basement apartment available for rent on October 1st,Mississauga / Peel Region,"$1,800.00",Two bedroom basement apartment available for rent on October 1st. Entrance from garage. One parking on driveway. Laundry shared in garage. Fridge and stove available. Rent is $1800/ plus 25% ...,https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/two-bedroom-basement-apartment-available-for-rent-on-october-1st/1628721315
